uid,firstname,lastname,registration_dates,registration_country_code,email_domain,userid,device_hash,card_hash,ip_hash,transaction_hash,application_hash,device_type,card_type,card_country_code,ip_country_code,transaction_amount,payment_channel,transaction_date,transaction_status
9812815861317968,kellen,mazurek,2021-01-08,804,rediffmail.com,2021804861317968,066be984f983d22650bf3af10318022e,4414cd7556a617d77d678c6ec93fd73a,14d6f7e13fa2d318b00cd0dd090ab1b4,fd0bd296960b5f48286ca7ddf03348f7,ad9aa51c3d80bec468ab761baee07644,KRN-561,mastercard,250,826,0.02,paypal,2021-06-22,successful
5952060970299222,gaspar,hively,2021-04-21,8,yahoo.com,20218970299222,645bd2738b29a7353e91bd297bf39151,090cb9e3ee5f46af7c075c07286de49d,fd0ada0e7675193cefa4f1e9c887a2db,7641eb364e979a31f760562f096520fc,05f148ab0402dacd8717848e2ea4a25b,IKW-493,mastercard,380,756,0.01,adyen,2021-06-22,successful
7634181523012481,spike,rizo,2021-12-04,804,hotmail.com,2021804523012481,066be984f983d22650bf3af10318022e,8e4a3bcfc8b5fb275689771eef16cc08,e49d07be9124588e4cdc32ffbf23c56f,f8624f305fd0c151be114a4bf6bf51ad,5d2fb5e4530ca063a1cf4c2082c3a048,KRN-561,visa,498,616,0.05,docomo,2021-06-23,successful
3509587005567403,giacomo,prommer,2021-07-16,578,gmail.com,2021578005567403,277e8717dce68fc52c494fe9555fcc02,2093a8709dc3fd503df4c574190a7864,71de97d1946e3824e01a43741f09f4f4,fcfc83c168172deed46d631c8f5243d7,9ab79bc3678f716ba67b344d3aebefcf,CLO-104,mastercard,620,826,13.16,docomo,2021-06-23,successful
3429131731707261,elmedina,sadeghi,2021-07-26,276,gmail.com,2021276731707261,af32af2105539b8115a694960a78ffb5,fea8e80a62addb2950c4c79987707193,b3b0c51af12202cc6ef5435524cec364,4547debcd69e22672cdd0ddef8867bb7,a9f868dcc27248c38b949fca35a2bc7a,YTG-864,visa,804,620,1.98,paypal,2021-06-23,successful
8332376846928381,anca,winslow,2021-06-06,380,orange.fr,2021380846928381,7fec066e1bb83983c565f733c477126d,c7acec660040b7082522b8f71c49514e,9c06c126d9658be28c15a076c49ff36c,ba7a4dcbca6bd560fab36bdadcf06aa6,c81f6024cdc2ae06c4279ff5db4d1ad5,GLI-136,mastercard,380,528,1.05,adyen,2021-06-23,successful
6640668936187145,dia,dibono,2021-03-27,804,gmail.com,2021804936187145,75dce9beae71230b498de518ca377361,a29fc9592f484ed26aa73f3ec4a65909,800a80aeb05afd92db3213c6ac7142e2,517d6360ffae8d655562a308df12249f,d6c59045ae8e37cacf02c6562fa07601,XDV-275,mastercard,498,703,6.99,worldpay,2021-06-23,successful
2517441069886189,laetitia,dougan,2021-10-30,616,gmail.com,2021616069886189,bb7596532874647aab2e1881e7eea485,930e32e5e057646750646c8b26d068b6,fbfb76cdbc2db09b402305a01ac9cb4c,4547debcd69e22672cdd0ddef8867bb7,bf6827f046fc4d7f08999829fb19400c,PCI-529,mastercard,372,56,0.52,paypal,2021-06-23,successful
1510338907821580,analia,cordt,2021-02-10,724,hotmail.com,2021724907821580,1168889b7f9e2c7475fa8c8d3e6e8a9a,1ba2ee99c2b0b5c914c96f3416256bea,0fc84332a738f4834a1280e98051d6ab,4e315c6a5b67921bedc7ea1639973c94,ee78b90786421566d6a3810d25cc53cc,UCD-528,visa,826,208,2.14,paypal,2021-06-23,successful
4187064488438313,hain,minio,2021-05-19,250,hotmail.com,2021250488438313,e888e59ed2209c0070513625f4957e8f,2cad7e93559366ec9d6dcd813b3fd130,bc5e04599f2bc3ef523f1fe02394b8f2,4547debcd69e22672cdd0ddef8867bb7,9ee75c8ea8523dcf94d10f78df5efadf,ARF-920,visa,724,276,10.13,paypal,2021-06-23,successful
7841220666375852,bloqueado,abbruscato,2021-01-20,826,neuf.fr,2021826666375852,69b7540ae6cd205f072141cb3bf9a9cd,78874ed47c547261bdcbe53822d3ee93,62f7beb844b535f579460ce356ef552a,ba7a4dcbca6bd560fab36bdadcf06aa6,a48e14db9d2980dc63b94b37e494234b,WTQ-690,visa,380,250,8.0,adyen,2021-06-23,successful
9579885251970639,selin,cesar,2021-01-14,528,web.de,2021528251970639,261f209bdcccd0af098681bbb30f63bc,305352e8c50adeb68f7f57301f9891f2,09aa6765de1f594119f30457875d0f3f,b82c377d69e8084eed9fceb820a572ec,08c4b00eba338b53dcb7448565772877,MJO-693,mastercard,826,100,3.58,docomo,2021-06-23,successful
1950818238660927,kathrin,coronado,2021-06-30,276,yahoo.fr,2021276238660927,c1b4c9353c65528d0fbb2446cfa4642a,2d90d2d1cebc2bf9011c1e5b25c41203,8e01096cf341b632c181ba5b9c46bc41,f8624f305fd0c151be114a4bf6bf51ad,cee49929404dcdfaa61044d1d55b970c,ZFY-670,mastercard,826,208,3.91,docomo,2021-06-23,successful
8208818592137077,desta,sarah,2021-01-11,724,yandex.ru,2021724592137077,686e901b923579aed986e839c04c0b8d,74f7b5175d480969e4efc296f97ee8d9,dad1029353e4a7750ded292005f47c78,259fbf6de00a330ac059136fdda715fd,10a1e17d337dd36ba2ed7f2c282a9575,NBT-391,mastercard,380,616,11.26,adyen,2021-06-23,successful
2542184886321978,norbert,lloyd,2021-10-21,826,hotmail.com,2021826886321978,a336d82bd7d2ee3f184858a926fe1b87,fd963b0018d7c5a6861b55bcc1162873,29f83b769f361ea81ab37eed127d5925,4f7b4c0d8634910bd86de95a9451747b,0a58eb3abb28e94a60634b155431cfc1,WIX-794,visa,528,112,5.88,adyen,2021-06-23,successful
6221441899926330,bria,messina,2021-11-23,276,hotmail.com,2021276899926330,d901780988eb62543cf8178fe1b8288a,e45e8e3042bcfea6558d2a34e41a7b61,8451dbd4050dce47ed5efb434228c6e5,4e315c6a5b67921bedc7ea1639973c94,63a735cd8da180a1b9c71b1709e8be73,VIL-034,visa,688,112,31.96,paypal,2021-06-23,successful
2580326475539949,lesli,winhold,2021-11-01,616,gmail.com,2021616475539949,b25544c4bacdd3caab1ab2cabea248ae,e8f269773fb5ce758581312e51815c97,b255a307baf606b7ecc6594ef5feefd5,14cdae19a9b798b69d2dd2522a02c061,bae2b291829d1c743f5266fc6180d590,TSY-503,visa,804,616,4.6,paypal,2021-06-23,successful
101049609704082,meir,nadine,2021-06-08,620,neuf.fr,2021620609704082,ad8e9742c34f1b391c1b083e5aef4422,d146b91c3ce134467c6a2d3b959c5e86,f9c1f86ce80a4b4aaf3783af8a107a7f,517d6360ffae8d655562a308df12249f,83c2f9e4da87896e8540c3ca25389fa5,TEY-412,visa,250,276,12.02,worldpay,2021-06-23,successful
3523143709260132,dema,otis,2021-06-03,276,yahoo.com,2021276709260132,beef5b3bbd6e2b6123361fe6a3c30c69,5cbd1f4aed0d7120d63b2f031a745d48,192aace9058213bb13914a77c9d6389e,ba7a4dcbca6bd560fab36bdadcf06aa6,65adb6ab35dc161c68c7316ee24a5854,ZFY-670,mastercard,348,250,3.87,adyen,2021-06-23,successful
2088109165701960,didem,mccarell,2021-10-30,40,aol.com,202140165701960,382afd48908529c66f2933ed4a9ea33b,808a59ea97882be7b3a44dfcf8b3c2c3,b637719395b385351e72058fc4335dc1,0eecca969e8f1df7ac053b256b245efd,442e2499c51b3dab47b6de5ea4786500,UCD-528,visa,616,348,2.95,paypal,2021-06-23,successful
6257450358779768,marilou,khalaj,2021-07-25,246,live.com,2021246358779768,8f0177e9d82c8fec818a8b6c06aa9cb1,7e73e17792bca1a5d5bb786eaf53010f,163d7000ccbc8599b60ca56a19ac026f,4547debcd69e22672cdd0ddef8867bb7,0adb019cd3a0481305c4407ee400f415,WJM-987,visa,724,528,20.17,paypal,2021-06-23,successful
196499104154987,dominique,arias,2021-12-10,756,libero.it,2021756104154987,eda15429d94b4c3b88a576f857a2649f,0dd0450f3001c435dfe26c8246a13c74,772077e118496f27234943d05742baeb,4f7b4c0d8634910bd86de95a9451747b,4b6795cccfc05d6e22eb016214f3cbd1,FRZ-165,visa,826,276,1.73,adyen,2021-06-23,successful
300618346064592,arielle,corona,2021-09-08,826,gmail.com,2021826346064592,94e7533be2cb06f23d54dc618fde4c76,8832f24b5051723304e21d6fecbf3b07,dfe8837fb09371c5f2f0a99e0517eb73,b82c377d69e8084eed9fceb820a572ec,10817fb839294393211a28434633f9ce,HDR-249,mastercard,642,276,0.18,docomo,2021-06-23,successful
2173679601670964,enrika,garibay,2021-08-03,380,gmail.com,2021380601670964,e888e59ed2209c0070513625f4957e8f,0c609c6946d9d5bff1da21ab63c00e48,ac82febdc5f0ab4e4c5887853f3bc108,14cdae19a9b798b69d2dd2522a02c061,5cd3fed704b85a1e927f609802461308,ARF-920,mastercard,348,276,2.08,paypal,2021-06-23,successful
2046315432715433,tarah,mutio,2021-03-04,233,gmail.com,2021233432715433,e8f4224b2de016711687bf1b9fc6098b,d63d955c08d10b433b50f4f1897c6462,e3b1a22a73d11f16391330aa129b077d,982f919c83c993d1b539c083bd7fa41e,b2c85437a5859114eb41324da3a33263,IKW-493,mastercard,826,276,2.59,adyen,2021-06-23,pending
4420552565117866,rosanna,therrien,2021-08-14,100,yahoo.com,2021100565117866,b426520bf8b57e24eeaad3322a43a207,bf4dd902710bac06184392184961a7d3,2b13a0a8d27560c912498ef591f28688,f8624f305fd0c151be114a4bf6bf51ad,52752cad1c4a2e4af3551e886c9ae8bc,YOA-715,visa,250,642,0.77,docomo,2021-06-23,successful
2646680338808678,meghan,herceg,2021-01-28,276,hotmail.com,2021276338808678,48f3dabf86748f12b42d379beee33166,808a59ea97882be7b3a44dfcf8b3c2c3,8a96f1fde93db3845714b879eb08b9b9,81903b852c5cc9b09477cf12750b85c5,9d5355cc55f5efbb68b8e8f8ce6a0ec3,YTG-864,visa,616,498,6.76,adyen,2021-06-23,successful
5291832773753323,cristian,carson,2021-07-17,688,hotmail.com,2021688773753323,5d36766f8c623c03dd8a3f1b45cbb952,6fd561a4e71ec1eff4ebffb0cca41ef2,e5099916c2c674780b2b1e7500d5aee9,b66cb355f66ae89be22ad5c9b19d21f2,2677d802ce1198d9fefd44216a14688b,TSY-503,mastercard,233,616,2.33,worldpay,2021-06-24,pending
9957537264679626,dimateo,sandhu,2021-10-07,528,aol.com,2021528264679626,c6227d40607e2608b65b9be917652498,aeeb25c70d65d815beedfadaf4ee9c98,acd294d7405fb8c18549aca8b19119fb,b66cb355f66ae89be22ad5c9b19d21f2,7212b84128ef9f4cdf9c5bf808941580,ANW-941,mastercard,276,380,4.63,worldpay,2021-06-24,pending
8815957145017438,eve,group,2021-09-29,203,yahoo.com,2021203145017438,2378b170f641ffd8086893ea3b1c81e8,d98c50e725a4b2e12bde3f654329f690,792c505a467086c9fc6849b34f09a9e0,309d2d68714af9353e6b1dee90b3741c,1f985c3f6f3ed74c9a2ef5213f6b92ca,VEJ-380,visa,620,756,0.15,docomo,2021-06-24,successful
8960969168263353,ger,robert,2021-04-19,642,yahoo.com,2021642168263353,13203e2e99635b9779eb5877da537e3d,8b05d9f1ed0119fd396be354e8f03cca,384bba9b4deaaabf55fc2c26f05af706,651e3c468dc7716b63513c10df5839f8,e8cd4b5655ee2c933d10326fffa2db5b,FYU-926,mastercard,703,616,2.11,paypal,2021-06-24,successful
7582580875956447,brookelyn,misios,2021-02-12,380,yahoo.com,2021380875956447,32e6f48923300044e935d464349d2e4d,251a6ec7c702d986004b7ea8baa91ede,5777fcda0761a3ebb76dd387f4bce48b,0426fe59344cdb01322dd9cd42cf054f,5c72e078afdc3644bd59b4c04185ba0d,LMG-801,visa,56,807,6.79,adyen,2021-06-24,rejected
799714692055966,hayley,berezdivin,2021-03-09,724,hotmail.com,2021724692055966,e03dbab0ab2c74ae85a0e02bc80ae401,7dd6cef02d2f60915e14ddc50465a4bf,a71ecddb16033dbcbd13bb1b630f1072,65cc26e379fbd9a7483a4968db8c6a0c,d94bc27cbb60d1bb80c1d53433a0293c,ZFY-670,mastercard,616,276,4.0,adyen,2021-06-24,successful
6027867452168405,esmeralda,stierwalt,2021-09-02,276,gmail.com,2021276452168405,996c06a5e2053dde8cfab762cdcf6358,26f151444df0a32f9cf7a40f2f8fda92,7995471775e94aaf2a03bcca45d1a74e,309d2d68714af9353e6b1dee90b3741c,d6c0c93cbb63e9e3613b76f93b6b6a80,KRN-561,visa,688,620,0.06,docomo,2021-06-24,successful
3924399742421367,vicente,venta,2021-06-08,208,gmail.com,2021208742421367,3c92f341833c3886f1b24f0bda12b021,8d25955138ee2dd01c402bdb68a42702,3a554ea4df094e27281bc6bd406e34e3,2f752ed6ebbe8f3ed04f7ce4e80ed119,eab825ea3143a0eb9f51441f4db9af9c,ANW-941,visa,804,528,4.86,worldpay,2021-06-24,successful
9095001360452515,letizia,carme,2021-12-06,276,hotmail.com,2021276360452515,5e13cf734340a52d1f2b44c2e440f4c2,ab9850174bd80f66f385c3c11918956a,51f91fbb65ed9292d811164900938b13,f85138921b7f510e136d0cf413c2514f,570ec46cdefd2a148b43330ff1378b11,YXF-827,mastercard,276,826,9.46,paypal,2021-06-24,successful
8525611378211418,micaela,banford,2021-07-23,528,libero.it,2021528378211418,9fe35d647dc9e58bd97665cb0405bcf4,654d88701eb345813bfb99632f36d923,6d6cf66ce2a54f2ce780bd28587699cc,651e3c468dc7716b63513c10df5839f8,10a1e17d337dd36ba2ed7f2c282a9575,PFL-927,visa,276,724,11.26,paypal,2021-06-24,successful
8950848328150055,staley,duplicate,2021-08-30,724,yahoo.com,2021724328150055,33f74898616908ba506dc23116d28df3,0639d04b2a491424eb795a37ce9e0858,2d379c09662c386facd38c2e79950b37,cac3318a99c8ba5024498d61449a4786,04204cfc40ce9370bf3a0eedff98e7fd,SRP-643,mastercard,250,724,5.39,adyen,2021-06-24,successful
9773538820728094,saremi,deighton,2021-09-20,826,yahoo.com,2021826820728094,1ad3b08ab954fa2d956528db40c04aa4,cec95779196263a1c8e0a23f38f459b8,1f9bd08cb7492bbdc5e7a286768d0e32,7e3a88bc87081565718f136a170dad3c,561d5734a53e6b520f1e7fb918a61096,NBT-391,mastercard,250,804,0.11,paypal,2021-06-24,successful
4798083158139931,mikel,ailloud,2021-02-21,804,aol.com,2021804158139931,228050b2c804a73d74c34a65dc235d34,01ba8105b892931dcd1a91c6a255f3d3,a7afd706f6c11a126597f1e2e75d2bc0,cac3318a99c8ba5024498d61449a4786,5e7e0ce4e3a68c6a40e3ae53964d11b0,TGA-235,mastercard,348,348,8.89,adyen,2021-06-24,successful
1445986189874914,estelle,beckstrom,2021-04-01,724,gmail.com,2021724189874914,cdfe01286ca2413548b8dded50b0707a,0f6b4427d0a0f817fcae2fd52980b06b,e0c062091678ebc09125eb252767d575,a70dc75b01ca0542e42fd59b4316b72f,ee66248d0d46d9eebb83705ec655c100,YOA-715,visa,498,804,1.35,paypal,2021-06-24,successful
5445047771142402,eugenia,mondragon,2021-05-23,724,ig.com.br,2021724771142402,abe4279ca74802a2bee9d07b63774676,4f8a156fc2099b3c3caf99749b48a559,a71ecddb16033dbcbd13bb1b630f1072,65cc26e379fbd9a7483a4968db8c6a0c,b6e77628c68281d4b41d2a237d2ac766,KFT-864,mastercard,348,276,0.06,adyen,2021-06-24,successful
2348578756019865,abigail,cassandra,2021-05-15,804,yahoo.com,2021804756019865,b5253c3b614c28f2a29e22fb88929966,ddeb8a018af5cd6cd47b925ece9b8862,c11688cac4a8940fbcf75243cf32a8fc,0426fe59344cdb01322dd9cd42cf054f,cef9f97b65ecebf3d720e322ff5e8c3e,RPK-681,mastercard,804,804,0.44,adyen,2021-06-24,rejected
5755538308352029,employee,jamner,2021-04-22,724,yahoo.fr,2021724308352029,e1517ae87b582f1b5aaa2e4f5f3f7db0,0f57f097bc55d88a7b432ed35df21643,c474c604281f0e4077b073049a458e52,ac4ba9a57ae2340579eb73c4f56a8334,4aef97a328e466beaed935fccedff3b8,SQH-738,mastercard,616,642,2.96,adyen,2021-06-24,successful
7582580875956447,brookelyn,misios,2021-02-12,380,yahoo.com,2021380875956447,3710b730ab8a1f36e593db421abbd2c9,251a6ec7c702d986004b7ea8baa91ede,9586369f3e3a567ac0bf68f35866e0f9,aab22c3827cad7eca7ad484e0d107ca2,8006975ee3233f684531bab5c93f6876,LMG-801,visa,56,112,2.93,paypal,2021-06-25,successful
6277303746782467,billy,pampel,2021-05-22,804,yahoo.co.uk,2021804746782467,4fd9bc3f3bbf034a5071e95b183c5c82,1eb947dd2c17ee3b05a944373073ebfd,e5eebc64e7639e12f709f459c7ecca8c,3c04cf5021a0119ae5e53441809949d3,4957087a74c9029c9ab5841b9c6d71a9,TGA-235,mastercard,528,276,4.03,adyen,2021-06-25,successful
6456893529531458,chano,delhaye,2021-03-12,250,gmail.com,2021250529531458,be5a344d3e697eda1b9257ddec45efe8,6fd561a4e71ec1eff4ebffb0cca41ef2,6483cfbb112e04cbc42d2cd821d91fee,0fb1dc23ed3735c5a1bf47b4114de3e9,ddadee6402ed07fab9e48cadb2cf91ab,BTM-467,mastercard,233,826,0.31,paypal,2021-06-25,successful
3255061793866779,deetta,ellis,2021-02-21,804,sbcglobal.net,2021804793866779,75a8508c78e36d991ace46052cc25ddd,0fdbf0e03daefb08b888ec3e4ef53013,95f6abf3f517d2b5bf304309a2e647ed,49a402066a080a86c82261c451e6129a,9bf112a6d8627942f236d67e4cf7616f,JED-259,mastercard,100,498,3.03,paypal,2021-06-25,successful
2018702021538622,andra,rouhani,2021-04-27,380,yahoo.com,2021380021538622,120ce98432aabfe99ef4df5dc94a4bd2,9d89beaec9286f7598809546c8153fb9,b643a8d0831acf4f7c59c9713c2cee4b,1a5405d746859249e3526ca5d0fd081c,68f4bcaebc3998c952cb3542b4e1859a,PFL-927,visa,642,804,11.27,paypal,2021-06-25,successful
547880522583347,brockie,hollman,2021-02-11,380,gmail.com,2021380522583347,ee2e735192ee4ce73ec8dd3cc07cd437,19fb1771d30e452602301ff9aa902d62,7418cea2624cd109db3e9be62fae11b3,893aa9f4aa0263491e11fc628f7fbd9c,8023d7f540475fcc6362c36cdbe02183,MJO-693,mastercard,276,826,6.91,worldpay,2021-06-25,successful
4434515265007998,kruger,mccreight,2021-07-18,380,yahoo.com,2021380265007998,0ca034faabd6402f2132dab3d9afc59b,0f57f097bc55d88a7b432ed35df21643,dc416cfe4efcdee0abb6188a723e2401,aab22c3827cad7eca7ad484e0d107ca2,d8f540ecc21f5e98bd9d2b588f0cb027,UCD-528,mastercard,616,620,45.8,paypal,2021-06-25,successful
9579530645251958,intrepid,nicholson,2021-02-08,380,yahoo.com,2021380645251958,e97e0f0e6961aa5c27d32044059c077e,355578ba7975e4812438d25aea6c91b3,c255f37ba695d83efcb283a626ec1532,3c04cf5021a0119ae5e53441809949d3,529e8ac541d8a205781c07fa3eb8b3f9,AHS-760,mastercard,804,616,1.05,adyen,2021-06-25,successful
6546322138589480,alexi,emmanuel,2021-12-09,276,yahoo.com,2021276138589480,68b26a8b3f079bee1db289834b6bb84d,542537f9f302a6ce531465ce23ad190a,60ecf4f85656adbf3a956d9696266589,dbad0b0dc356fc36196cb7f21330bd47,ebe50c2d91fc7fc54d16e43414319fdd,JHV-519,mastercard,250,276,0.6,adyen,2021-06-25,successful
5324044960946306,merldith,schattkowsky,2021-05-27,804,laposte.net,2021804960946306,a66b640aef6abf61daf256b718124031,c6dbff64b256165782ae9374e5359b96,83e0cc15403664d2c3fd9c8a3c7aca7b,be99c649f771623c912164dfc117a378,2273c2620445b2a73c4f17d48644cfe3,VWT-047,visa,826,616,1.26,paypal,2021-06-25,successful
4924141370926811,dadsfs,lehman,2021-09-25,100,gmail.com,2021100370926811,95515b6ebfbceedfaee500521fd227f0,e3f58d2eb8eb123e81d5f83b6d334677,bce720104177ce72c23210f236955452,c416f2ef9e23f61509d4231bf15f4ed3,2b9f9035db0faa3267027953e6904e69,VIL-034,mastercard,250,756,7.48,paypal,2021-06-25,successful
387715395437083,daria,samantha,2021-10-22,208,msn.com,2021208395437083,7443ae37fdc7655b45dc482437a63c44,f630b3281f3f8e2e12e90c535199840a,bb6a7a2b53b04fcbcee009c383430341,0fb1dc23ed3735c5a1bf47b4114de3e9,80c0ce4eabfaf4fdc610e5f6abe65a24,SIL-106,mastercard,250,642,1.0,paypal,2021-06-25,successful
6813543791637771,bella,henrique,2021-11-11,826,gmail.com,2021826791637771,72d2b621f1c0da17e2c6664ceb387a68,26acfd063af5968392cfab0ae9c961dc,a00e5113275708fc253068b9378f1a4e,dbad0b0dc356fc36196cb7f21330bd47,f5742c5860d7d00d7267f52cba9e5ac9,RPK-681,visa,276,372,0.68,adyen,2021-06-25,successful
496566567010921,itzel,duhayot,2021-10-19,724,hotmail.com,2021724567010921,7865a4ac5c2efbfc800e16df58c685f5,941632149158c330656abe6593e5d137,8c10487906e0bdd25fbd7ab888e1fb72,dbfb37f9ccea62525658149383034cbf,1f6cb9070c91c99ea0ff8cc2c2a93fa7,SIL-106,mastercard,380,372,2.56,docomo,2021-06-26,successful
7869564017328943,vinny,favalero,2021-11-09,642,outlook.com,2021642017328943,3ea834e7160db9b52f9a3f4d10c248c1,27d422226cd5bc4ec3d6a0641cca4277,0246e400c0a6c0de1e136ba79287b784,5959a280811b26c0b04092dc8b72c97b,aaa28258d7aead6824af2bd914089822,YXF-827,visa,191,724,2.08,worldpay,2021-06-26,successful
3730946684127160,consuelo,cutlet,2021-01-22,804,gmail.com,2021804684127160,4bce0e1fd38a847083b1cc515f0a570f,f943fcb1b27e0b9639e20d6741153788,117704d749165e984bdf97ecf11ab773,922c6827d42caf55c9e6560e5221f420,b0f3802ee3d6919546b6ed807bdae927,QEB-386,mastercard,528,724,17.05,paypal,2021-06-26,successful
2046315432715433,tarah,mutio,2021-03-04,233,gmail.com,2021233432715433,1fd8a61195ef729490b6c0e7cef09371,f7ac210274e604f9ad7a82805b2bd5e2,e3b1a22a73d11f16391330aa129b077d,f67912a9405b425296a1912204727915,3c36b7196f310d89021ff144033b7b0d,YOA-715,visa,528,276,2.54,adyen,2021-06-26,successful
7431420531000546,lev,carme,2021-10-02,70,earthlink.net,202170531000546,52a16bf89f7338802eb7e6c17724d883,aea2ff37978b923d9820e19e952f3791,5224cb47c614f6b486d7bd7d3be2d9d0,effc10563d5aa59cd44517513c4459e8,e75ca37e9781390c63451719e6677130,CAV-863,visa,642,642,3.18,paypal,2021-06-26,successful
246980750329296,nadia,pfeil,2021-04-19,804,yahoo.com,2021804750329296,840cf156c4561c8f5d65ac81b96799cd,18aa5fabda31b0a0e8dc7f0769563f8b,a67a617d3612e0e6174b0af65ae1d9a3,d90591371d3d73af0ab24640a40890ec,e6277c6dda21317bf5b257183dfb2b3b,BTM-467,mastercard,380,804,8.47,paypal,2021-06-26,successful
8034888809723916,leyli,barbara,2021-03-16,616,gmail.com,2021616809723916,ad8acff1c6ef7034dc32d2a7a1e1c1d0,1e7b8636b94499bcd3bdcba51fb8888c,a00c64a482622c865ac2c442770ae731,11ebbb84abbfc033afdc64fab2ba74e5,502ef4eb15f20bd5baa4e07bf199b578,TSY-503,visa,276,250,0.01,paypal,2021-06-26,successful
8365968999103549,ligia,nilsson,2021-01-14,616,gmail.com,2021616999103549,02966810a30cfa0835d7ecc073be3521,f33fbc0159ebceda1a30cfb9ea97c48e,d7e7c0b38fe5daba6776390ed9b40d27,11ebbb84abbfc033afdc64fab2ba74e5,97b7dd71ad4b2d952ec50fc7229b21e3,FYU-926,visa,250,250,0.18,paypal,2021-06-26,successful
7061671347002583,liseth,pease,2021-05-28,380,chello.nl,2021380347002583,5d9b8cd9ed61003dac2411a149fe8d23,94f4f964148407dd9ee4ba0f725bc1b2,64551b1e49048a8688db5fdf2b92d491,5926ca6aa3dc4f12006e47794e7147c1,ca9d1584e736a68dc9269043d0fd8475,TGA-235,mastercard,380,756,3.68,paypal,2021-06-26,successful
2396168599042745,nil,lawrecence,2021-03-04,203,gmail.com,2021203599042745,fe117b06a463d1611a6abf567592e2f3,69fb486614bf815afb7c54454c281127,2f68959450d58269c7b22ae2f8768d0f,88a7e3477362746a65b25a5219ca3eea,bc4db898a9424f8e235823b088fc7853,ANW-941,mastercard,620,380,0.7,paypal,2021-06-26,successful
3900547538745496,dereck,fitzpatrick,2021-07-08,642,hotmail.com,2021642538745496,63b7ba7b4613da258a8fb005fdb8bd15,7f041fa31f51b562f5455eed71951e12,1648c0db461324afda1493fdfa3a2159,37bb850f78a841d973722673325fcf03,0ba40be8b3f31b3e5e188c270a4aa8de,VWT-047,mastercard,348,724,0.14,adyen,2021-06-26,successful
2574833612575698,aviva,miranda,2021-08-26,616,yahoo.com,2021616612575698,cc26acf0bd55008993e9801b2365d270,8cc52ac62241883c53cd14c4963e81a8,2f09c59a3142281ed09cd9299fe9d601,bcc0a8c4a25a41efa1020d15150f01f8,823fc63dfb04404dde162234c89c8ec8,WKA-409,visa,40,276,5.66,paypal,2021-06-26,rejected
7904854793680975,dan,lerner,2021-09-15,380,yahoo.com,2021380793680975,185e809c8556e503de07b5c68c5e0ad9,4b52f9f83e2c90352bd58f089577244b,6a3c1648f78d304263d3b637f6787e98,f67912a9405b425296a1912204727915,eb13170a9a5d5be80d5fd91b9c94ccaa,MJO-693,visa,804,724,5.07,adyen,2021-06-26,successful
3496870779380969,kristine,kaicher,2021-09-11,826,gmx.de,2021826779380969,074fd61db41a6f555228a7c0112f3d1f,759f0b06c01dcb0e3301ffc51e32d320,d9aff0b720b49603aa73be51a80bb218,0fa35fdaa3a8a2c70563b410585e7847,354dbf2dd4b58c5e88f7d1d1c90eb852,SQH-738,visa,372,250,2.23,adyen,2021-06-26,successful
3898571007896372,nandy,rezanour,2021-04-29,804,aol.com,2021804007896372,ad68cc8dfe24772af7a583cc89fb72b2,5b54d0c16b612ac917d9c49156b37f84,32e6f48923300044e935d464349d2e4d,922c6827d42caf55c9e6560e5221f420,497630b756ef5c60df1b069effe0b158,IKW-493,visa,826,250,1.34,paypal,2021-06-26,successful
2387510875594245,lachlan,henson,2021-04-25,191,gmail.com,2021191875594245,84f1a190ae2ffbfeda34ab3970b81094,c7335b27836c3bb5ee4dc3d17a0a5602,73dafdf4267c52e3fecafd429ce6ee03,88a7e3477362746a65b25a5219ca3eea,c67ce41462cce93e1e22b07bd9918076,XZG-064,mastercard,250,620,0.97,paypal,2021-06-26,successful
9717487360180134,zohe,urtiaga,2021-04-04,724,yahoo.com.br,2021724360180134,68233ca37ee819a234736787efc4f407,8aed7bac93a3e9a2b2864d894cd0ab78,61a1c464124c9f9750dd612608f2b8cf,effc10563d5aa59cd44517513c4459e8,b2f382c7499c7821a5731722aa7508bc,SRP-643,mastercard,616,826,2.64,paypal,2021-06-26,successful
2849485906909447,sharookh,bruner,2021-11-23,112,gmail.com,2021112906909447,d2100460e62d050219d76ce1454608c2,31fc7ed0ec8dbceb10e5735730538eee,3da86f4c2db6262b8772015c834b60d3,effc10563d5aa59cd44517513c4459e8,dd762737b39201996452a1a60fd40d36,ZFY-670,mastercard,380,642,10.3,paypal,2021-06-26,successful
5173064174105360,cecilie,newborne,2021-09-03,250,yahoo.com.br,2021250174105360,dc99cabc040ce81aa21c30087c57ae8e,c0e4c054f54a46cdb953ee8bb0a52bfe,ca7c5b95372240ade7370648ef2c7577,0778b91530cdc5e2cccacbccf240e656,9ae3d57bcc45c773fcb839a9c807c524,BTM-467,visa,348,616,2.22,paypal,2021-06-26,successful
7487372274117216,norbert,knauf,2021-04-25,826,wanadoo.fr,2021826274117216,a9d2cd6951ee42a3667e7619097ee7ef,4a38213317e76a7f37d9bbfdef53e76d,87c946eec010d0d09102134062d91ad1,882904b6d64f95597cd8f1cbb463ea26,78e4ded8f56aacfb53d73eaf4bbdfd64,LKW-062,mastercard,276,642,1.83,adyen,2021-06-26,successful
